Component,Arxiu,Linia,ID,Classes CSS,Num Fills,Nivell de Sospita (Basura?)
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1207,,sosp-estadistica-icona text-2xl mr-3,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1208,,sosp-estadistica-dades flex flex-col,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1213,,sosp-estadistica flex items-center bg-white border border-stone-200 rounded-xl p-4 shadow-sm,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1214,,sosp-estadistica-icona text-2xl mr-3,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1215,,sosp-estadistica-dades flex flex-col,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1220,,sosp-estadistica flex items-center bg-white border border-stone-200 rounded-xl p-4 shadow-sm,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1221,,sosp-estadistica-icona text-2xl mr-3,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1222,,sosp-estadistica-dades flex flex-col,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1227,,sosp-estadistica flex items-center bg-white border border-stone-200 rounded-xl p-4 shadow-sm,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1228,,sosp-estadistica-icona text-2xl mr-3,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1229,,sosp-estadistica-dades flex flex-col,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1237,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1241,,sosp-dashboard-grid grid grid-cols-2 md:grid-cols-4 gap-4 mb-4,4,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1242,,sosp-estadistica bg-white border border-stone-200 rounded-lg p-3 shadow-sm text-center,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1243,,sosp-estadistica-dades flex flex-col,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1248,,sosp-estadistica bg-white border border-stone-200 rounded-lg p-3 shadow-sm text-center,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1249,,sosp-estadistica-dades flex flex-col,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1254,,sosp-estadistica bg-white border border-stone-200 rounded-lg p-3 shadow-sm text-center,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1255,,sosp-estadistica-dades flex flex-col,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1260,,sosp-estadistica bg-white border border-stone-200 rounded-lg p-3 shadow-sm text-center,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1261,,sosp-estadistica-dades flex flex-col,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1279,,space-y-8,3,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1280,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1298,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1300,,sosp-cerca-avancada bg-stone-50 p-4 border border-stone-200 rounded-lg max-w-2xl,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1315,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1320,,space-y-6,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1344,,space-y-8,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1345,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1359,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1381,,space-y-8,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1382,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1387,,space-y-3 mt-2,4,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1411,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1413,,sosp-llista-tasques border border-stone-200 rounded-lg overflow-hidden max-w-md bg-white,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1414,,sosp-tasca sosp-tasca-completada flex items-center gap-4 p-4 border-b border-stone-100 bg-stone-50,3,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1419,,sosp-tasca flex items-center gap-4 p-4 hover:bg-stone-50 transition-colors,3,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1435,,space-y-8,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1436,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1438,,sosp-upload max-w-md,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1439,,sosp-upload-zona border-2 border-dashed border-stone-300 rounded-xl p-8 text-center bg-stone-50 hover:bg-stone-100 transition-colors cursor-pointer,3,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1447,,flex flex-col,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1459,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1479,,space-y-8,3,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1480,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1499,,p-4 border-t border-stone-200 text-stone-600 text-sm whitespace-pre-wrap bg-white,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1532,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1535,,h-64 bg-stone-200 rounded-lg flex items-center justify-center text-stone-500 mb-3,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1546,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1549,,flex items-center gap-4 mb-2,3,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1551,,flex-1 h-2 bg-stone-200 rounded-full overflow-hidden,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1552,,h-full bg-orange-400 w-1/3,0,DIV Buit (Sense contingut)
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1568,,space-y-8,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1569,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1572,,grid grid-cols-1 md:grid-cols-2 gap-8,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1573,,bg-stone-50 p-6 rounded-xl border border-stone-200,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1583,,bg-stone-50 p-6 rounded-xl border border-stone-200,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1603,,space-y-8,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1604,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1607,,sosp-peu-contingut grid grid-cols-1 md:grid-cols-4 gap-8 mb-8 pb-8 border-b border-stone-800,4,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1608,,sosp-peu-seccio,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1613,,sosp-peu-seccio,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1623,,sosp-peu-seccio,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1632,,sosp-peu-seccio,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1641,,sosp-peu-fons text-xs flex flex-col sm:flex-row justify-between items-center gap-4,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1651,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1666,,space-y-12,3,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1667,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1684,,sosp-poble-grid grid grid-cols-1 md:grid-cols-3 gap-8 p-8,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1685,,sosp-poble-principal md:col-span-2 space-y-8,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1697,,sosp-targeta sosp-targeta-info bg-stone-50 border border-stone-200 p-6 rounded-xl,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1700,,flex justify-between border-b border-stone-200 pb-1,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1703,,flex justify-between border-b border-stone-200 pb-1,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1706,,flex justify-between,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1716,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1724,,space-y-4 mt-2,3,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1725,,sosp-form-grup,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1730,,sosp-form-grup,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1735,,sosp-form-grup,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1748,,sosp-form-grup mt-2,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1754,,sosp-form-accions flex items-center gap-4 pt-4 border-t border-stone-200,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1762,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1764,,sosp-alerta-global bg-yellow-50 border border-yellow-200 p-4 rounded-xl flex items-start gap-4 text-yellow-800 shadow-sm,3,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1779,,space-y-8,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1780,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1782,,bg-stone-900 rounded-xl overflow-hidden p-6 text-stone-300 font-mono text-sm shadow-inner max-w-3xl overflow-x-auto,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1853,,space-y-8,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1854,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1856,,bg-stone-100 border border-stone-300 rounded-xl p-6 font-mono text-sm text-stone-700 max-w-3xl overflow-x-auto shadow-sm,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1882,,,2,Contenidor simple sense classes/id
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1884,,bg-red-50 border-2 border-red-200 rounded-xl p-8 max-w-3xl shadow-sm text-center,3,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1888,,space-y-2 text-red-900 font-medium mb-6 text-sm,4,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1895,,bg-white border border-red-200 p-6 rounded-lg text-left inline-block,4,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1917,,bg-stone-50 border border-stone-200 rounded-xl p-6,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1920,,space-y-6,4,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1926,,mt-4 pt-4 border-t border-stone-100 text-sm text-stone-700 font-mono whitespace-pre-wrap,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1943,,mt-4 pt-4 border-t border-stone-100 text-sm text-stone-700 font-mono whitespace-pre-wrap,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1958,,mt-4 pt-4 border-t border-stone-100 text-sm text-stone-700 font-mono whitespace-pre-wrap,1,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1973,,mt-4 pt-4 border-t border-stone-100 text-sm text-stone-700 font-mono whitespace-pre-wrap,1,
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,37,,global-album-page anim-fade-in bg-[#FDF5E6] dark:bg-[#0a0a0a] min-h-screen text-black dark:text-white pb-20,4,
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,38,,global-album-header p-4 border-b border-black/10 dark:border-white/10,2,
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,39,,header-top flex items-center mb-6,2,
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,43,,header-title-wrapper flex-1,2,
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,49,,header-tabs flex gap-2 overflow-x-auto pb-2 custom-scrollbar,3,
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,71,,global-album-content p-4,2,
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,72,,grid grid-cols-2 md:grid-cols-3 lg:grid-cols-4 gap-4,1,
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,74,,relative aspect-square bg-black/5 dark:bg-white/5 rounded-2xl overflow-hidden group border border-black/10 dark:border-white/10 cursor-pointer hover:border-orange-500 transition-colors,2,
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,82,,absolute bottom-0 left-0 w-full p-2 bg-gradient-to-t from-black/80 to-transparent text-white opacity-0 group-hover:opacity-100 transition-opacity,2,
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,91,,text-center py-20 opacity-50,1,
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,98,,fixed bottom-4 left-1/2 -translate-x-1/2 bg-black dark:bg-white text-white dark:text-black px-6 py-2 rounded-full font-black uppercase tracking-widest text-[10px] shadow-xl z-50,1,
HubView.jsx,src/pages/features/HubView.jsx,14,,min-h-full w-full bg-theme-base text-theme-text flex flex-col items-center transition-colors duration-500,2,
HubView.jsx,src/pages/features/HubView.jsx,26,,w-full max-w-2xl space-y-8 p-4 pt-6 md:p-8 animate-in fade-in duration-500,6,
HubView.jsx,src/pages/features/HubView.jsx,29,,,2,Contenidor simple sense classes/id
HubView.jsx,src/pages/features/HubView.jsx,31,,flex flex-col gap-4,5,
HubView.jsx,src/pages/features/HubView.jsx,41,,w-14 h-14 rounded-[20px] bg-[var(--theme-accent-primary)] text-white flex items-center justify-center shrink-0 shadow-[0_0_20px_var(--theme-accent-primary)] opacity-90 group-hover:opacity-100 group-hover:scale-110 transition-transform,1,
HubView.jsx,src/pages/features/HubView.jsx,44,,flex flex-col items-start ml-5 text-left,2,
HubView.jsx,src/pages/features/HubView.jsx,57,,w-12 h-12 rounded-[18px] bg-black/5 dark:bg-white/5 text-theme-text/80 group-hover:bg-theme-text group-hover:text-theme-base flex items-center justify-center shrink-0 transition-colors,1,
HubView.jsx,src/pages/features/HubView.jsx,70,,w-12 h-12 rounded-[18px] bg-black/5 dark:bg-white/5 text-theme-text/80 group-hover:bg-theme-text group-hover:text-theme-base flex items-center justify-center shrink-0 transition-colors,1,
HubView.jsx,src/pages/features/HubView.jsx,80,,w-12 h-12 rounded-[18px] bg-black/5 dark:bg-white/5 text-theme-text/80 group-hover:bg-theme-text group-hover:text-theme-base flex items-center justify-center shrink-0 transition-colors,1,
HubView.jsx,src/pages/features/HubView.jsx,89,,,3,Contenidor simple sense classes/id
HubView.jsx,src/pages/features/HubView.jsx,92,,mb-3,1,
HubView.jsx,src/pages/features/HubView.jsx,97,,w-12 h-12 rounded-[20px] bg-[#0ea5e9]/10 text-[#0ea5e9] group-hover:bg-[#0ea5e9] group-hover:text-white flex items-center justify-center transition-colors shadow-sm shrink-0,1,
HubView.jsx,src/pages/features/HubView.jsx,100,,flex flex-col items-start font-black text-sm uppercase tracking-tight pt-0.5,2,
HubView.jsx,src/pages/features/HubView.jsx,107,,flex flex-col gap-3,3,
HubView.jsx,src/pages/features/HubView.jsx,146,,pt-6 border-t border-theme-border space-y-3,2,
MediaManager.jsx,src/pages/features/MediaManager.jsx,417,media-scroll-container,[Expressió Dinàmica],9,
MediaManager.jsx,src/pages/features/MediaManager.jsx,421,,[Expressió Dinàmica],4,
MediaManager.jsx,src/pages/features/MediaManager.jsx,424,,flex items-center gap-1.5 sm:gap-2 h-full,6,
MediaManager.jsx,src/pages/features/MediaManager.jsx,433,,h-4 sm:h-5 w-[1px] bg-white opacity-30 mx-0.5 shrink-0,0,DIV Buit (Sense contingut)
MediaManager.jsx,src/pages/features/MediaManager.jsx,436,,relative flex items-center justify-center w-9 h-9 sm:w-auto sm:h-9 bg-black/20 hover:bg-black/30 rounded-full transition-colors shrink-0,3,
MediaManager.jsx,src/pages/features/MediaManager.jsx,437,,absolute left-[10px] sm:left-3 pointer-events-none text-white flex items-center justify-center z-10,1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,451,,absolute right-2.5 pointer-events-none text-white/70 hidden sm:block z-10,1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,457,,relative flex items-center justify-center w-9 h-9 sm:w-auto sm:h-9 bg-black/20 hover:bg-black/30 rounded-full transition-colors shrink-0,3,
MediaManager.jsx,src/pages/features/MediaManager.jsx,458,,absolute left-[10px] sm:left-3 pointer-events-none text-white flex items-center justify-center z-10,1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,470,,absolute right-2.5 pointer-events-none text-white/70 hidden sm:block z-10,1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,477,,flex items-center gap-1.5 sm:gap-2 h-full,5,
MediaManager.jsx,src/pages/features/MediaManager.jsx,479,,relative flex items-center justify-start w-9 h-9 sm:w-32 lg:w-48 bg-black/20 hover:bg-black/30 focus-within:bg-black/30 focus-within:w-48 focus-within:absolute focus-within:right-2 sm:focus-within:relative sm:focus-within:w-full rounded-full transition-all shrink-0 z-30 group,2,
MediaManager.jsx,src/pages/features/MediaManager.jsx,480,,absolute left-[10px] sm:left-3 pointer-events-none text-white flex items-center justify-center z-10 transition-colors,1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,523,,[Expressió Dinàmica],2,
MediaManager.jsx,src/pages/features/MediaManager.jsx,524,,[Expressió Dinàmica],3,
MediaManager.jsx,src/pages/features/MediaManager.jsx,527,,flex items-center gap-2,1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,540,,flex-1 flex flex-col w-full max-w-7xl mx-auto px-4 md:px-8 py-4 gap-6 relative,4,
MediaManager.jsx,src/pages/features/MediaManager.jsx,543,,[Expressió Dinàmica],1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,559,,flex-1 relative,1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,586,,[Expressió Dinàmica],1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,596,,flex w-full gap-2 md:gap-4 mb-2 md:mb-4,3,
MediaManager.jsx,src/pages/features/MediaManager.jsx,600,,[Expressió Dinàmica],5,
MediaManager.jsx,src/pages/features/MediaManager.jsx,633,,[Expressió Dinàmica],1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,637,,[Expressió Dinàmica],1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,644,,absolute top-2 left-2 z-10,1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,645,,[Expressió Dinàmica],1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,653,,absolute inset-0 bg-black/70 opacity-0 group-hover:opacity-100 flex flex-col items-center justify-center gap-2 transition-all p-4 text-center cursor-pointer,3,
MediaManager.jsx,src/pages/features/MediaManager.jsx,654,,[Expressió Dinàmica],1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,666,,,0,DIV Buit (Sense contingut)
MediaManager.jsx,src/pages/features/MediaManager.jsx,673,,w-full h-64 flex flex-col items-center justify-center font-bold tracking-widest uppercase opacity-50,1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,682,,fixed inset-0 z-50 flex items-center justify-center p-2 md:p-4 bg-black/95 backdrop-blur-md,1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,683,,[Expressió Dinàmica],3,
MediaManager.jsx,src/pages/features/MediaManager.jsx,688,,w-full md:w-2/3 h-[50vh] md:h-auto bg-black flex items-center justify-center p-4 relative md:!min-h-[500px] group,5,
MediaManager.jsx,src/pages/features/MediaManager.jsx,714,,absolute bottom-4 left-1/2 -translate-x-1/2 bg-black/60 text-white/60 px-4 py-1 rounded-full text-[10px] uppercase tracking-widest md:hidden backdrop-blur,1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,719,,[Expressió Dinàmica],3,
MediaManager.jsx,src/pages/features/MediaManager.jsx,720,,[Expressió Dinàmica],1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,724,,[Expressió Dinàmica],5,
MediaManager.jsx,src/pages/features/MediaManager.jsx,725,,,2,Contenidor simple sense classes/id
MediaManager.jsx,src/pages/features/MediaManager.jsx,727,,[Expressió Dinàmica],2,
MediaManager.jsx,src/pages/features/MediaManager.jsx,731,,,2,Contenidor simple sense classes/id
MediaManager.jsx,src/pages/features/MediaManager.jsx,733,,[Expressió Dinàmica],1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,737,,,2,Contenidor simple sense classes/id
MediaManager.jsx,src/pages/features/MediaManager.jsx,739,,[Expressió Dinàmica],1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,744,,pt-2 hidden md:block,2,
MediaManager.jsx,src/pages/features/MediaManager.jsx,746,,[Expressió Dinàmica],2,
MediaManager.jsx,src/pages/features/MediaManager.jsx,747,,flex justify-between,2,
MediaManager.jsx,src/pages/features/MediaManager.jsx,751,,flex justify-between,2,
MediaManager.jsx,src/pages/features/MediaManager.jsx,758,,pt-2,2,
MediaManager.jsx,src/pages/features/MediaManager.jsx,760,,[Expressió Dinàmica],1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,762,,text-orange-500 animate-pulse,1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,768,,space-y-2,2,
MediaManager.jsx,src/pages/features/MediaManager.jsx,769,,text-green-600 dark:text-green-400 font-bold mb-2,3,
MediaManager.jsx,src/pages/features/MediaManager.jsx,772,,max-h-32 overflow-y-auto custom-scrollbar pr-2 space-y-1,1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,774,,[Expressió Dinàmica],3,
MediaManager.jsx,src/pages/features/MediaManager.jsx,793,,text-red-500 font-bold,1,
MediaManager.jsx,src/pages/features/MediaManager.jsx,803,,[Expressió Dinàmica],2,
MediaManager.jsx,src/pages/features/MediaManager.jsx,804,,flex flex-col gap-2,2,
MediaManager.jsx,src/pages/features/MediaManager.jsx,806,,flex gap-2,3,
MediaManager.jsx,src/pages/features/MediaManager.jsx,831,,[Expressió Dinàmica],2,
MedicationConfirm.jsx,src/pages/features/MedicationConfirm.jsx,55,,fixed inset-0 bg-[#0a0a0a] z-50 flex flex-col items-center justify-center text-white p-6,3,
MedicationConfirm.jsx,src/pages/features/MedicationConfirm.jsx,65,,fixed inset-0 bg-[#0a0a0a] z-50 flex flex-col items-center justify-center text-white p-6,3,
MedicationConfirm.jsx,src/pages/features/MedicationConfirm.jsx,74,,fixed inset-0 bg-[#0a0a0a] z-50 flex flex-col justify-between text-white p-6 pb-12,2,
MedicationConfirm.jsx,src/pages/features/MedicationConfirm.jsx,75,,mt-12 text-center,4,
MedicationConfirm.jsx,src/pages/features/MedicationConfirm.jsx,76,,w-32 h-32 mx-auto rounded-full bg-red-500/20 flex items-center justify-center mb-8 border-4 border-red-500 animate-pulse,1,
MedicationConfirm.jsx,src/pages/features/MedicationConfirm.jsx,82,,mt-8 text-6xl font-black text-red-500 tabular-nums,2,
MedicationConfirm.jsx,src/pages/features/MedicationConfirm.jsx,87,,flex flex-col gap-4,2,
Notes.jsx,src/pages/features/Notes.jsx,536,,flex-1 flex items-center justify-center,1,
Notes.jsx,src/pages/features/Notes.jsx,543,,notebook-app flex-1 flex h-full bg-[#1e1e1e] dark:bg-[#121212] overflow-hidden animate-in fade-in duration-300 notranslate font-sans text-white relative,6,
Notes.jsx,src/pages/features/Notes.jsx,547,,absolute inset-0 bg-black/20 dark:bg-black/50 z-40 transition-opacity,0,DIV Buit (Sense contingut)
Notes.jsx,src/pages/features/Notes.jsx,554,notebook-sidebar-wrapper,[Expressió Dinàmica],2,
Notes.jsx,src/pages/features/Notes.jsx,582,,w-2 cursor-col-resize absolute right-[-4px] top-0 h-full z-50 hover:bg-orange-500/20,0,DIV Buit (Sense contingut)
Notes.jsx,src/pages/features/Notes.jsx,595,notebook-list-wrapper,h-full shrink-0 z-20 relative shadow-[4px_0_15px_rgba(0;0;0;0.04)] dark:shadow-[4px_0_15px_rgba(0;0;0;0.2)] min-w-[150px],2,
Notes.jsx,src/pages/features/Notes.jsx,625,,w-2 cursor-col-resize absolute right-[-4px] top-0 h-full z-50 hover:bg-orange-500/20,0,DIV Buit (Sense contingut)
Notes.jsx,src/pages/features/Notes.jsx,638,,flex-1 flex flex-col min-w-[350px] bg-[#ffffff] dark:bg-[#1e1e1e] text-black dark:text-white relative z-10,1,
Notes.jsx,src/pages/features/Notes.jsx,642,,h-14 border-b border-gray-200 dark:border-[#333] flex items-center justify-between px-4 bg-[#ffffff]/90 dark:bg-[#1e1e1e]/90 backdrop-blur-md shrink-0 sticky top-0 z-20,2,
Notes.jsx,src/pages/features/Notes.jsx,643,,flex items-center gap-2 flex-1 min-w-0,2,
Notes.jsx,src/pages/features/Notes.jsx,668,,flex items-center gap-1 ml-4 text-gray-500 dark:text-gray-400 relative,3,
Notes.jsx,src/pages/features/Notes.jsx,691,,absolute right-0 top-full mt-2 w-64 bg-white dark:bg-[#1e1e1e] border border-gray-200 dark:border-[#333] rounded-xl shadow-xl z-dropdown overflow-hidden animate-in fade-in zoom-in duration-200,2,
Notes.jsx,src/pages/features/Notes.jsx,692,,px-4 py-3 bg-gray-50 dark:bg-[#252525] border-b border-gray-200 dark:border-[#333] text-xs flex flex-col gap-2 cursor-default,2,
Notes.jsx,src/pages/features/Notes.jsx,693,,flex justify-between items-center,2,
Notes.jsx,src/pages/features/Notes.jsx,697,,flex justify-between items-center,2,
Notes.jsx,src/pages/features/Notes.jsx,702,,py-1,13,
Notes.jsx,src/pages/features/Notes.jsx,763,,h-px bg-gray-200 dark:bg-[#333] my-1,0,DIV Buit (Sense contingut)
Notes.jsx,src/pages/features/Notes.jsx,774,,h-px bg-gray-200 dark:bg-[#333] my-1,0,DIV Buit (Sense contingut)
Notes.jsx,src/pages/features/Notes.jsx,785,,h-px bg-gray-200 dark:bg-[#333] my-1,0,DIV Buit (Sense contingut)
Notes.jsx,src/pages/features/Notes.jsx,811,,bg-yellow-100 text-yellow-800 text-[12px] px-4 py-1 text-center font-medium shrink-0 w-full,2,
Notes.jsx,src/pages/features/Notes.jsx,819,,flex-1 overflow-hidden p-6 md:p-12 flex flex-col items-center bg-white dark:bg-[#1e1e1e] min-h-0,1,
Notes.jsx,src/pages/features/Notes.jsx,820,,w-full max-w-3xl flex-1 flex flex-col min-h-0 text-lg leading-relaxed text-black dark:text-white,1,
Notes.jsx,src/pages/features/Notes.jsx,837,,flex-1 flex flex-col items-center justify-center text-gray-400 dark:text-gray-500 bg-[#f9f9f9] dark:bg-[#1e1e1e],3,
Notes.jsx,src/pages/features/Notes.jsx,841,,flex gap-4,1,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,154,,[Expressió Dinàmica],5,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,156,,px-6 md:px-12 pt-12 pb-8 sticky top-0 bg-theme-base/90 backdrop-blur-xl z-20 border-b border-[var(--border-master)],1,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,157,,max-w-7xl mx-auto flex flex-col lg:flex-row items-start lg:items-center justify-between gap-6,2,
OficiDocumentacio.jsx,src/pages/features/OficiDocumentacio.jsx,158,,flex items-center gap-4,2,
