Component,Arxiu,Linia,Patró Estructural,Sospitós?,Num Fills,Classes CSS
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1228,Contenidor de Text Pura,No,1,sosp-estadistica-icona text-2xl mr-3
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1229,Contenidor Mixt,No,2,sosp-estadistica-dades flex flex-col
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1237,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1241,Contenidor Mixt,No,4,sosp-dashboard-grid grid grid-cols-2 md:grid-cols-4 gap-4 mb-4
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1242,Wrapper HTML (<div>),No,1,sosp-estadistica bg-white border border-stone-200 rounded-lg p-3 shadow-sm text-center
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1243,Contenidor Mixt,No,2,sosp-estadistica-dades flex flex-col
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1248,Wrapper HTML (<div>),No,1,sosp-estadistica bg-white border border-stone-200 rounded-lg p-3 shadow-sm text-center
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1249,Contenidor Mixt,No,2,sosp-estadistica-dades flex flex-col
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1254,Wrapper HTML (<div>),No,1,sosp-estadistica bg-white border border-stone-200 rounded-lg p-3 shadow-sm text-center
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1255,Contenidor Mixt,No,2,sosp-estadistica-dades flex flex-col
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1260,Wrapper HTML (<div>),No,1,sosp-estadistica bg-white border border-stone-200 rounded-lg p-3 shadow-sm text-center
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1261,Contenidor Mixt,No,2,sosp-estadistica-dades flex flex-col
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1279,Contenidor Mixt,No,3,space-y-8
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1280,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1298,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1300,Wrapper HTML (<form>),No,1,sosp-cerca-avancada bg-stone-50 p-4 border border-stone-200 rounded-lg max-w-2xl
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1315,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1320,Contenidor Mixt,No,2,space-y-6
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1344,Contenidor Mixt,No,2,space-y-8
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1345,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1359,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1381,Contenidor Mixt,No,2,space-y-8
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1382,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1387,Contenidor Mixt,No,4,space-y-3 mt-2
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1411,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1413,Contenidor Mixt,No,2,sosp-llista-tasques border border-stone-200 rounded-lg overflow-hidden max-w-md bg-white
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1414,Contenidor Mixt,No,3,sosp-tasca sosp-tasca-completada flex items-center gap-4 p-4 border-b border-stone-100 bg-stone-50
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1419,Contenidor Mixt,No,3,sosp-tasca flex items-center gap-4 p-4 hover:bg-stone-50 transition-colors
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1435,Contenidor Mixt,No,2,space-y-8
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1436,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1438,Contenidor Mixt,No,2,sosp-upload max-w-md
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1439,Contenidor Mixt,No,3,sosp-upload-zona border-2 border-dashed border-stone-300 rounded-xl p-8 text-center bg-stone-50 hover:bg-stone-100 transition-colors cursor-pointer
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1447,Contenidor Mixt,No,2,flex flex-col
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1459,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1479,Contenidor Mixt,No,3,space-y-8
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1480,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1499,Wrapper d'Expressió {},No,1,p-4 border-t border-stone-200 text-stone-600 text-sm whitespace-pre-wrap bg-white
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1532,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1535,Contenidor de Text Pura,No,1,h-64 bg-stone-200 rounded-lg flex items-center justify-center text-stone-500 mb-3
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1546,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1549,Contenidor Mixt,No,3,flex items-center gap-4 mb-2
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1551,Wrapper HTML (<div>),No,1,flex-1 h-2 bg-stone-200 rounded-full overflow-hidden
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1552,BUIT (Possible Basura),No,0,h-full bg-orange-400 w-1/3
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1568,Wrapper HTML (<div>),No,1,space-y-8
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1569,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1572,Contenidor Mixt,No,2,grid grid-cols-1 md:grid-cols-2 gap-8
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1573,Contenidor Mixt,No,2,bg-stone-50 p-6 rounded-xl border border-stone-200
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1583,Contenidor Mixt,No,2,bg-stone-50 p-6 rounded-xl border border-stone-200
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1603,Contenidor Mixt,No,2,space-y-8
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1604,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1607,Contenidor Mixt,No,4,sosp-peu-contingut grid grid-cols-1 md:grid-cols-4 gap-8 mb-8 pb-8 border-b border-stone-800
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1608,Contenidor Mixt,No,2,sosp-peu-seccio
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1613,Contenidor Mixt,No,2,sosp-peu-seccio
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1623,Contenidor Mixt,No,2,sosp-peu-seccio
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1632,Contenidor Mixt,No,2,sosp-peu-seccio
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1641,Contenidor Mixt,No,2,sosp-peu-fons text-xs flex flex-col sm:flex-row justify-between items-center gap-4
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1651,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1666,Contenidor Mixt,No,3,space-y-12
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1667,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1684,Contenidor Mixt,No,2,sosp-poble-grid grid grid-cols-1 md:grid-cols-3 gap-8 p-8
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1685,Contenidor Mixt,No,2,sosp-poble-principal md:col-span-2 space-y-8
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1697,Contenidor Mixt,No,2,sosp-targeta sosp-targeta-info bg-stone-50 border border-stone-200 p-6 rounded-xl
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1700,Contenidor Mixt,No,2,flex justify-between border-b border-stone-200 pb-1
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1703,Contenidor Mixt,No,2,flex justify-between border-b border-stone-200 pb-1
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1706,Contenidor Mixt,No,2,flex justify-between
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1716,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1724,Contenidor Mixt,No,3,space-y-4 mt-2
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1725,Contenidor Mixt,No,2,sosp-form-grup
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1730,Contenidor Mixt,No,2,sosp-form-grup
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1735,Contenidor Mixt,No,2,sosp-form-grup
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1748,Contenidor Mixt,No,2,sosp-form-grup mt-2
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1754,Contenidor Mixt,No,2,sosp-form-accions flex items-center gap-4 pt-4 border-t border-stone-200
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1762,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1764,Contenidor Mixt,No,3,sosp-alerta-global bg-yellow-50 border border-yellow-200 p-4 rounded-xl flex items-start gap-4 text-yellow-800 shadow-sm
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1779,Wrapper HTML (<div>),No,1,space-y-8
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1780,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1782,Wrapper HTML (<pre>),No,1,bg-stone-900 rounded-xl overflow-hidden p-6 text-stone-300 font-mono text-sm shadow-inner max-w-3xl overflow-x-auto
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1853,Contenidor Mixt,No,2,space-y-8
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1854,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1856,Wrapper HTML (<pre>),No,1,bg-stone-100 border border-stone-300 rounded-xl p-6 font-mono text-sm text-stone-700 max-w-3xl overflow-x-auto shadow-sm
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1882,Contenidor Mixt,No,2,
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1884,Contenidor Mixt,No,3,bg-red-50 border-2 border-red-200 rounded-xl p-8 max-w-3xl shadow-sm text-center
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1888,Contenidor Mixt,No,4,space-y-2 text-red-900 font-medium mb-6 text-sm
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1895,Contenidor Mixt,No,4,bg-white border border-red-200 p-6 rounded-lg text-left inline-block
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1917,Contenidor Mixt,No,2,bg-stone-50 border border-stone-200 rounded-xl p-6
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1920,Contenidor Mixt,No,4,space-y-6
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1926,Wrapper d'Expressió {},No,1,mt-4 pt-4 border-t border-stone-100 text-sm text-stone-700 font-mono whitespace-pre-wrap
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1943,Wrapper d'Expressió {},No,1,mt-4 pt-4 border-t border-stone-100 text-sm text-stone-700 font-mono whitespace-pre-wrap
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1958,Wrapper d'Expressió {},No,1,mt-4 pt-4 border-t border-stone-100 text-sm text-stone-700 font-mono whitespace-pre-wrap
DesignSystem.jsx,src/pages/features/DesignSystem.jsx,1973,Wrapper d'Expressió {},No,1,mt-4 pt-4 border-t border-stone-100 text-sm text-stone-700 font-mono whitespace-pre-wrap
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,37,Contenidor Mixt,No,4,global-album-page anim-fade-in bg-[#FDF5E6] dark:bg-[#0a0a0a] min-h-screen text-black dark:text-white pb-20
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,38,Contenidor Mixt,No,2,global-album-header p-4 border-b border-black/10 dark:border-white/10
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,39,Contenidor Mixt,No,2,header-top flex items-center mb-6
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,43,Contenidor Mixt,No,2,header-title-wrapper flex-1
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,49,Contenidor Mixt,No,3,header-tabs flex gap-2 overflow-x-auto pb-2 custom-scrollbar
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,71,Contenidor Mixt,No,2,global-album-content p-4
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,72,Wrapper d'Expressió {},No,1,grid grid-cols-2 md:grid-cols-3 lg:grid-cols-4 gap-4
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,74,Contenidor d'Icones Múltiples/Mixt,No,2,relative aspect-square bg-black/5 dark:bg-white/5 rounded-2xl overflow-hidden group border border-black/10 dark:border-white/10 cursor-pointer hover:border-orange-500 transition-colors
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,82,Contenidor Mixt,No,2,absolute bottom-0 left-0 w-full p-2 bg-gradient-to-t from-black/80 to-transparent text-white opacity-0 group-hover:opacity-100 transition-opacity
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,91,Wrapper HTML (<p>),No,1,text-center py-20 opacity-50
GlobalAssetAlbum.jsx,src/pages/features/GlobalAssetAlbum.jsx,98,Wrapper HTML (<span>),No,1,fixed bottom-4 left-1/2 -translate-x-1/2 bg-black dark:bg-white text-white dark:text-black px-6 py-2 rounded-full font-black uppercase tracking-widest text-[10px] shadow-xl z-50
HubView.jsx,src/pages/features/HubView.jsx,14,Contenidor Mixt,No,2,min-h-full w-full bg-theme-base text-theme-text flex flex-col items-center transition-colors duration-500
HubView.jsx,src/pages/features/HubView.jsx,26,Contenidor Mixt,No,6,w-full max-w-2xl space-y-8 p-4 pt-6 md:p-8 animate-in fade-in duration-500
HubView.jsx,src/pages/features/HubView.jsx,29,Contenidor Mixt,No,2,
HubView.jsx,src/pages/features/HubView.jsx,31,Contenidor Mixt,No,5,flex flex-col gap-4
HubView.jsx,src/pages/features/HubView.jsx,41,Wrapper de Component (<Newspaper>),No,1,w-14 h-14 rounded-[20px] bg-[var(--theme-accent-primary)] text-white flex items-center justify-center shrink-0 shadow-[0_0_20px_var(--theme-accent-primary)] opacity-90 group-hover:opacity-100 group-hover:scale-110 transition-transform
HubView.jsx,src/pages/features/HubView.jsx,44,Contenidor Mixt,No,2,flex flex-col items-start ml-5 text-left
HubView.jsx,src/pages/features/HubView.jsx,57,Wrapper de Component (<Store>),No,1,w-12 h-12 rounded-[18px] bg-black/5 dark:bg-white/5 text-theme-text/80 group-hover:bg-theme-text group-hover:text-theme-base flex items-center justify-center shrink-0 transition-colors
HubView.jsx,src/pages/features/HubView.jsx,70,Wrapper de Component (<Calendar>),No,1,w-12 h-12 rounded-[18px] bg-black/5 dark:bg-white/5 text-theme-text/80 group-hover:bg-theme-text group-hover:text-theme-base flex items-center justify-center shrink-0 transition-colors
HubView.jsx,src/pages/features/HubView.jsx,80,Wrapper de Component (<MapPin>),No,1,w-12 h-12 rounded-[18px] bg-black/5 dark:bg-white/5 text-theme-text/80 group-hover:bg-theme-text group-hover:text-theme-base flex items-center justify-center shrink-0 transition-colors
HubView.jsx,src/pages/features/HubView.jsx,89,Contenidor Mixt,No,3,
HubView.jsx,src/pages/features/HubView.jsx,92,Wrapper HTML (<button>),No,1,mb-3
HubView.jsx,src/pages/features/HubView.jsx,97,Wrapper de Component (<Bot>),No,1,w-12 h-12 rounded-[20px] bg-[#0ea5e9]/10 text-[#0ea5e9] group-hover:bg-[#0ea5e9] group-hover:text-white flex items-center justify-center transition-colors shadow-sm shrink-0
HubView.jsx,src/pages/features/HubView.jsx,100,Contenidor Mixt,No,2,flex flex-col items-start font-black text-sm uppercase tracking-tight pt-0.5
HubView.jsx,src/pages/features/HubView.jsx,107,Contenidor Mixt,No,3,flex flex-col gap-3
HubView.jsx,src/pages/features/HubView.jsx,146,Contenidor Mixt,No,2,pt-6 border-t border-theme-border space-y-3
MediaManager.jsx,src/pages/features/MediaManager.jsx,417,Contenidor Mixt,No,9,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,421,Contenidor Mixt,No,4,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,424,Contenidor Mixt,No,6,flex items-center gap-1.5 sm:gap-2 h-full
MediaManager.jsx,src/pages/features/MediaManager.jsx,433,BUIT (Possible Basura),No,0,h-4 sm:h-5 w-[1px] bg-white opacity-30 mx-0.5 shrink-0
MediaManager.jsx,src/pages/features/MediaManager.jsx,436,Contenidor Mixt,No,3,relative flex items-center justify-center w-9 h-9 sm:w-auto sm:h-9 bg-black/20 hover:bg-black/30 rounded-full transition-colors shrink-0
MediaManager.jsx,src/pages/features/MediaManager.jsx,437,Wrapper de Component (<Folder>),No,1,absolute left-[10px] sm:left-3 pointer-events-none text-white flex items-center justify-center z-10
MediaManager.jsx,src/pages/features/MediaManager.jsx,451,Contenidor d'Icona (<svg>),No,1,absolute right-2.5 pointer-events-none text-white/70 hidden sm:block z-10
MediaManager.jsx,src/pages/features/MediaManager.jsx,457,Contenidor Mixt,No,3,relative flex items-center justify-center w-9 h-9 sm:w-auto sm:h-9 bg-black/20 hover:bg-black/30 rounded-full transition-colors shrink-0
MediaManager.jsx,src/pages/features/MediaManager.jsx,458,Wrapper de Component (<Link>),No,1,absolute left-[10px] sm:left-3 pointer-events-none text-white flex items-center justify-center z-10
MediaManager.jsx,src/pages/features/MediaManager.jsx,470,Contenidor d'Icona (<svg>),No,1,absolute right-2.5 pointer-events-none text-white/70 hidden sm:block z-10
MediaManager.jsx,src/pages/features/MediaManager.jsx,477,Contenidor Mixt,No,5,flex items-center gap-1.5 sm:gap-2 h-full
MediaManager.jsx,src/pages/features/MediaManager.jsx,479,Contenidor Mixt,No,2,relative flex items-center justify-start w-9 h-9 sm:w-32 lg:w-48 bg-black/20 hover:bg-black/30 focus-within:bg-black/30 focus-within:w-48 focus-within:absolute focus-within:right-2 sm:focus-within:relative sm:focus-within:w-full rounded-full transition-all shrink-0 z-30 group
MediaManager.jsx,src/pages/features/MediaManager.jsx,480,Wrapper de Component (<Search>),No,1,absolute left-[10px] sm:left-3 pointer-events-none text-white flex items-center justify-center z-10 transition-colors
MediaManager.jsx,src/pages/features/MediaManager.jsx,523,Contenidor Mixt,No,2,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,524,Contenidor Mixt,No,3,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,527,Wrapper HTML (<button>),No,1,flex items-center gap-2
MediaManager.jsx,src/pages/features/MediaManager.jsx,540,Contenidor Mixt,No,4,flex-1 flex flex-col w-full max-w-7xl mx-auto px-4 md:px-8 py-4 gap-6 relative
MediaManager.jsx,src/pages/features/MediaManager.jsx,543,Wrapper d'Expressió {},No,1,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,559,Wrapper d'Expressió {},No,1,flex-1 relative
MediaManager.jsx,src/pages/features/MediaManager.jsx,586,Wrapper HTML (<h2>),No,1,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,596,Contenidor Mixt,No,3,flex w-full gap-2 md:gap-4 mb-2 md:mb-4
MediaManager.jsx,src/pages/features/MediaManager.jsx,600,Contenidor Mixt,No,5,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,633,Wrapper de Component (<Film>),No,1,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,637,Wrapper de Component (<FileText>),No,1,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,644,Wrapper HTML (<div>),No,1,absolute top-2 left-2 z-10
MediaManager.jsx,src/pages/features/MediaManager.jsx,645,Wrapper de Component (<CheckCircle2>),No,1,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,653,Contenidor Mixt,No,3,absolute inset-0 bg-black/70 opacity-0 group-hover:opacity-100 flex flex-col items-center justify-center gap-2 transition-all p-4 text-center cursor-pointer
MediaManager.jsx,src/pages/features/MediaManager.jsx,654,Wrapper de Component (<Maximize2>),No,1,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,666,BUIT (Possible Basura),SÍ: Buit i sense classes,0,
MediaManager.jsx,src/pages/features/MediaManager.jsx,673,Contenidor de Text Pura,No,1,w-full h-64 flex flex-col items-center justify-center font-bold tracking-widest uppercase opacity-50
MediaManager.jsx,src/pages/features/MediaManager.jsx,682,Wrapper HTML (<div>),No,1,fixed inset-0 z-50 flex items-center justify-center p-2 md:p-4 bg-black/95 backdrop-blur-md
MediaManager.jsx,src/pages/features/MediaManager.jsx,683,Contenidor Mixt,No,3,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,688,Contenidor d'Icones Múltiples/Mixt,No,5,w-full md:w-2/3 h-[50vh] md:h-auto bg-black flex items-center justify-center p-4 relative md:!min-h-[500px] group
MediaManager.jsx,src/pages/features/MediaManager.jsx,714,Contenidor de Text Pura,No,1,absolute bottom-4 left-1/2 -translate-x-1/2 bg-black/60 text-white/60 px-4 py-1 rounded-full text-[10px] uppercase tracking-widest md:hidden backdrop-blur
MediaManager.jsx,src/pages/features/MediaManager.jsx,719,Contenidor Mixt,No,3,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,720,Wrapper HTML (<h2>),No,1,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,724,Contenidor Mixt,No,5,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,725,Contenidor Mixt,No,2,
MediaManager.jsx,src/pages/features/MediaManager.jsx,727,Contenidor Mixt,No,2,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,731,Contenidor Mixt,No,2,
MediaManager.jsx,src/pages/features/MediaManager.jsx,733,Wrapper d'Expressió {},No,1,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,737,Contenidor Mixt,No,2,
MediaManager.jsx,src/pages/features/MediaManager.jsx,739,Wrapper d'Expressió {},No,1,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,744,Contenidor Mixt,No,2,pt-2 hidden md:block
MediaManager.jsx,src/pages/features/MediaManager.jsx,746,Contenidor Mixt,No,2,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,747,Contenidor Mixt,No,2,flex justify-between
MediaManager.jsx,src/pages/features/MediaManager.jsx,751,Contenidor Mixt,No,2,flex justify-between
MediaManager.jsx,src/pages/features/MediaManager.jsx,758,Contenidor Mixt,No,2,pt-2
MediaManager.jsx,src/pages/features/MediaManager.jsx,760,Wrapper d'Expressió {},No,1,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,762,Contenidor de Text Pura,No,1,text-orange-500 animate-pulse
MediaManager.jsx,src/pages/features/MediaManager.jsx,768,Contenidor Mixt,No,2,space-y-2
MediaManager.jsx,src/pages/features/MediaManager.jsx,769,Contenidor Mixt,No,3,text-green-600 dark:text-green-400 font-bold mb-2
MediaManager.jsx,src/pages/features/MediaManager.jsx,772,Wrapper d'Expressió {},No,1,max-h-32 overflow-y-auto custom-scrollbar pr-2 space-y-1
MediaManager.jsx,src/pages/features/MediaManager.jsx,774,Contenidor Mixt,No,3,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,793,Contenidor de Text Pura,No,1,text-red-500 font-bold
MediaManager.jsx,src/pages/features/MediaManager.jsx,803,Contenidor Mixt,No,2,[Expressió Dinàmica]
MediaManager.jsx,src/pages/features/MediaManager.jsx,804,Contenidor Mixt,No,2,flex flex-col gap-2
MediaManager.jsx,src/pages/features/MediaManager.jsx,806,Contenidor Mixt,No,3,flex gap-2
MediaManager.jsx,src/pages/features/MediaManager.jsx,831,Contenidor Mixt,No,2,[Expressió Dinàmica]
MedicationConfirm.jsx,src/pages/features/MedicationConfirm.jsx,55,Contenidor Mixt,No,3,fixed inset-0 bg-[#0a0a0a] z-50 flex flex-col items-center justify-center text-white p-6
MedicationConfirm.jsx,src/pages/features/MedicationConfirm.jsx,65,Contenidor Mixt,No,3,fixed inset-0 bg-[#0a0a0a] z-50 flex flex-col items-center justify-center text-white p-6
MedicationConfirm.jsx,src/pages/features/MedicationConfirm.jsx,74,Contenidor Mixt,No,2,fixed inset-0 bg-[#0a0a0a] z-50 flex flex-col justify-between text-white p-6 pb-12
MedicationConfirm.jsx,src/pages/features/MedicationConfirm.jsx,75,Contenidor Mixt,No,4,mt-12 text-center
MedicationConfirm.jsx,src/pages/features/MedicationConfirm.jsx,76,Contenidor d'Icona (<svg>),No,1,w-32 h-32 mx-auto rounded-full bg-red-500/20 flex items-center justify-center mb-8 border-4 border-red-500 animate-pulse
MedicationConfirm.jsx,src/pages/features/MedicationConfirm.jsx,82,Contenidor Mixt,No,2,mt-8 text-6xl font-black text-red-500 tabular-nums
MedicationConfirm.jsx,src/pages/features/MedicationConfirm.jsx,87,Contenidor Mixt,No,2,flex flex-col gap-4
Notes.jsx,src/pages/features/Notes.jsx,536,Wrapper de Component (<Sparkles>),No,1,flex-1 flex items-center justify-center
Notes.jsx,src/pages/features/Notes.jsx,543,Contenidor Mixt,No,6,notebook-app flex-1 flex h-full bg-[#1e1e1e] dark:bg-[#121212] overflow-hidden animate-in fade-in duration-300 notranslate font-sans text-white relative
Notes.jsx,src/pages/features/Notes.jsx,547,BUIT (Possible Basura),No,0,absolute inset-0 bg-black/20 dark:bg-black/50 z-40 transition-opacity
Notes.jsx,src/pages/features/Notes.jsx,554,Contenidor Mixt,No,2,[Expressió Dinàmica]
Notes.jsx,src/pages/features/Notes.jsx,582,BUIT (Possible Basura),No,0,w-2 cursor-col-resize absolute right-[-4px] top-0 h-full z-50 hover:bg-orange-500/20
Notes.jsx,src/pages/features/Notes.jsx,595,Contenidor Mixt,No,2,h-full shrink-0 z-20 relative shadow-[4px_0_15px_rgba(0;0;0;0.04)] dark:shadow-[4px_0_15px_rgba(0;0;0;0.2)] min-w-[150px]
Notes.jsx,src/pages/features/Notes.jsx,625,BUIT (Possible Basura),No,0,w-2 cursor-col-resize absolute right-[-4px] top-0 h-full z-50 hover:bg-orange-500/20
Notes.jsx,src/pages/features/Notes.jsx,638,Wrapper d'Expressió {},No,1,flex-1 flex flex-col min-w-[350px] bg-[#ffffff] dark:bg-[#1e1e1e] text-black dark:text-white relative z-10
Notes.jsx,src/pages/features/Notes.jsx,642,Contenidor Mixt,No,2,h-14 border-b border-gray-200 dark:border-[#333] flex items-center justify-between px-4 bg-[#ffffff]/90 dark:bg-[#1e1e1e]/90 backdrop-blur-md shrink-0 sticky top-0 z-20
Notes.jsx,src/pages/features/Notes.jsx,643,Contenidor Mixt,No,2,flex items-center gap-2 flex-1 min-w-0
Notes.jsx,src/pages/features/Notes.jsx,668,Contenidor Mixt,No,3,flex items-center gap-1 ml-4 text-gray-500 dark:text-gray-400 relative
